Structure of smiles [idcode]	smiles	name	Total Molweight	cLogP	cLogS	H-Acceptors	H-Donors	Total Surface Area	Relative PSA	Polar Surface Area	Druglikeness	Shape Index	Molecular Flexibility	Molecular Complexity	Rotatable Bonds	
f`qp`@DBtCbSJ}kJdh{sUST@DPH`@	C(=O)(NCc1ccccn1)[C@H]1CCC(=O)N1	LocE_ZINC000000004159_rank1.pdb	219.243	-0.6904	-1.234	5	2	170.72	0.35128	71.09	4.6468	0.6875	0.51182	0.626	3	
difDBFAFeInYxVjjdqD`@	[C@H]1(CCC[C@@H]1C(=O)O)[NH3+]	LocE_ZINC000000004161_rank1.pdb	130.166	-3.7177	-1.192	3	2	98.11	0.41403	64.94	-5.6627	0.55556	0.48882	0.76113	1	
fdiQbDLN``p@atyIH]DeeLeIJVh@Jjhai@@	c1(ccc(cc1)NS(=O)(=O)C)[C@H](O)C[NH2+]C(C)C	LocE_ZINC000000004166_rank1.pdb	273.376	-1.0344	-2.821	5	3	202.93	0.3	91.39	4.5517	0.66667	0.57338	0.61292	5	
fbmQ@@DV@drllwJjwdqruPPDAQA@@@	c1(c2c(nc3ccccc13)CCCC2)NC(=O)CCC	LocE_ZINC000000004173_rank1.pdb	268.359	3.7989	-4.32	3	1	217.15	0.16334	41.99	-6.6789	0.5	0.30776	0.85083	3	
f`q`BDC@bCRdrnrnmFZM@AMURTCP@	[N@@H+]1(CC=C(CC1)c1ccc(Cl)cc1)CC=C	LocE_ZINC000000004205_rank1.pdb	234.749	1.1487	-2.737	1	1	203.81	0.086306	4.44	-3.5018	0.75	0.4865	0.66348	3	
fiwh`@DLmEHByEEEEEDhdxlbhpQkArVoQmUHUTCDuRT@@	n1(c(=O)c2c(ncn2c2ccccc12)c1noc(n1)C1CC1)C(C)C	LocE_ZINC000000004220_rank1.pdb	335.366	2.6014	-6.376	7	0	246.04	0.28646	77.05	3.9904	0.48	0.28666	0.94245	3	
fhiQ@@AJAdTTTTTJtPeVBtuTttt@@	c1(c(nn2ccccc12)C(C)C)C(=O)C(C)C	LocE_ZINC000000004234_rank1.pdb	230.31	2.0652	-3.397	3	0	189.06	0.16905	34.37	1.7942	0.47059	0.35159	0.82538	3	
fdyQP@DX@IPXiLrljz{NFluTtuUUXiCJr@@	c1(cn(c(=O)[nH]c1=O)[C@@H]1C[C@H]([C@@H](O1)CO)O)CC	LocE_ZINC000000004235_rank1.pdb	256.257	-0.7965	-1.384	7	3	182.21	0.42418	99.1	4.8001	0.55556	0.46514	0.80291	3	
dklB@@F]RYe]ynZYif`@	C1(=CC(=O)C=CC1=O)COC(=O)C	LocE_ZINC000000004239_rank1.pdb	180.159	0.0825	-1.025	4	0	140.48	0.34966	60.44	1.92	0.61538	0.4754	0.652	3	
fbmaP@F@DyN\bbbbfbRRQwIJMxKSSUTuUMCr@@	C1(=C(C)C(=O)c2c(c(c3n2CC[C@@H]3O)CO)C1=O)OC	LocE_ZINC000000004240_rank1.pdb	277.275	0.6609	-1.42	6	2	194.88	0.35483	88.76	4.2424	0.45	0.19533	0.97225	2	
fj}AP@@HhZvQQJJYIQGQITYivRmUUTuUUTcDX`@	[C@@H]1(O[C@@H]1C(=O)OC1CCCCC1)C(=O)OC1CCCCC1	LocE_ZINC000000004241_rank1.pdb	296.362	1.926	-3.561	5	0	233.75	0.27264	65.13	-4.9434	0.66667	0.28256	0.68153	6	
fa{qB@BTm@@QddtRRbRbRTTjxKqPqjuij`B@JJ`J@H@	C(c1cccc2CCCN(c12)CC)[S@](=O)c1nc2ccccc2[nH]1	LocE_ZINC000000004243_rank1.pdb	339.462	3.2732	-3.723	4	1	256.53	0.1997	68.2	1.512	0.5	0.4528	0.83726	4	
fbup`@DR\AVQQJJIQHqZJpXyZjCXIJaab@@	[C@@H](C(=O)Nc1ccccc1)(C(=O)c1n(C)ccc1)C#N	LocE_ZINC000000004247_rank1.pdb	267.287	0.7445	-2.563	5	1	215.65	0.26882	74.89	0.94833	0.55	0.33591	0.72232	4	
fdeYB@DTxJRh`bLbbTTRjbRsNRT{uSMMUUUX`mIt@@	NC1=N[C@@H](Cl)c2nnn(c2N1)[C@H]1CC[C@H](C1)CO	LocE_ZINC000000004257_rank1.pdb	270.723	-0.3355	-2.455	7	3	190.24	0.42131	101.35	-6.1568	0.55556	0.25713	0.82449	2	
dcMD@DdNRY[geujijjLP@	[C@H](C(=O)NC)(CN)C(=O)C1CC1	LocE_ZINC000000004263_rank1.pdb	170.211	-1.2777	-0.888	4	2	134.02	0.39405	72.19	3.5947	0.58333	0.54904	0.62687	4	
fdyp`@DBl@vQQQQQQPwS`eNZjYijjXTP@	C[C@H]1C=CC=C2NC=C(C(=O)N12)C(=O)NC(C)C	LocE_ZINC000000004279_rank1.pdb	247.297	0.4351	-3.011	5	2	192.92	0.27239	61.44	6.2768	0.55556	0.39652	0.80497	2	
dk]@bFLH`yRYV{Vntx@bjb@@	N1(CC[NH2+]CC1)c1cccc(Cl)c1	LocE_ZINC000000004285_rank1.pdb	197.688	1.53	-2.319	2	1	148.26	0.07615	19.85	1.588	0.61538	0.44761	0.58006	1	
fdyaPDM@QHt]SdTRTRbLVRu[pVjjjjjiaHqJfeZ^`@	[C@H]1(C[N@H+]2CC[C@H]([C@H]2[C@@H]([C@H]1O)O)O)OC(=O)CCC	LocE_ZINC000000004290_rank1.pdb	260.309	-2.5976	-0.881	6	4	201.2	0.39727	91.43	-3.0601	0.61111	0.31613	0.81625	4	
deuD@DxIrJJIHdwBuUSTD`@	O=C1CN2C(=O)CC[C@@H]2N1	LocE_ZINC000000004308_rank1.pdb	140.142	-0.7532	-0.409	4	1	97.54	0.42126	49.41	3.2477	0.6	0	0.81887	0	
f`qAB@O@BDigvUeqSQjYX@JhABd@	Cc1cc(cc(C)c1O)/C=C/c1cccs1	LocE_ZINC000000004311_rank1.pdb	230.33	4.0753	-4.154	1	1	186.33	0.17957	48.47	1.2602	0.625	0.31744	0.60487	2	
daE@@@IIf]n``@@@	c1(ccccc1N)N	LocE_ZINC000000004316_rank1.pdb	108.144	0.305	-1.768	2	2	90.3	0.33821	52.04	-1.9084	0.625	0	0.59947	0	
fhiH`@DXUh@lbbbbfJVTYKQfjijZi`@@	n1(cnc2c1c(=O)n(C)c(=O)n2C)CC(C)C	LocE_ZINC000000004317_rank1.pdb	236.274	0.7503	-1.579	6	0	179.12	0.28484	58.44	-1.9192	0.52941	0.35167	0.8486	2	
dg}L`LZDD@cIIJheLdLgZuM@A@@@	c1(noc2ccccc12)CS(=O)(=O)N	LocE_ZINC000000004321_rank1.pdb	212.229	0.4386	-3.472	5	1	147.17	0.46837	94.57	-0.6375	0.57143	0.35489	0.70181	2	
dcL`@@cBRn]eUvjh@BDP@	N([C@@H](NN)N)Cc1ccccc1	LocE_ZINC000000004334_rank1.pdb	166.227	-1.7065	-1.361	4	4	139.48	0.38328	76.1	-2.9084	0.75	0.70007	0.4621	4	
dg^D@FADfWYWeujjej`ADLP	[NH]1(C=CC(C)(C)C=C1)CCC(=O)OC	LocE_ZINC000000004347_rank1.pdb	196.269	1.0755	-1.721	3	1	173.67	0.19865	38.33	-4.7642	0.71429	0.65439	0.46544	4	
f`qAP@@Hy[vQQJYQIIDRmFZfjjjhcDIJfd@	C1(=CO[C@@H]([C@@H]2[C@H](CC[C@H]12)CO)O)C(=O)OC	LocE_ZINC000000004358_rank1.pdb	228.243	-0.2082	-1.355	5	2	165.2	0.3586	75.99	-5.7751	0.5625	0.3145	0.79105	3	
dcND@N@dfY{unZejf@@	n1(ccc(=O)c(c1C)O)CC=C	LocE_ZINC000000004379_rank1.pdb	165.191	0.5985	-1.559	3	1	134.38	0.22094	40.54	0.78196	0.66667	0.48496	0.67089	2	
fleac@C\uD@PpHBDYHheChhUEDR`TuKMSUST`Rl`@	C[C@@H](C(=O)N[C@H]1CCSC1=O)SC(=O)c1cccs1	LocE_ZINC000000004382_rank1.pdb	315.437	0.7478	-3.092	4	1	220.17	0.48108	142.08	3.8062	0.57895	0.39869	0.68273	5	
fbuQ`@DTAJvQQJIJJJIIOpTyZjjPZ`Daa@@	[C@@H](NC(=O)C)(c1ccco1)C(=O)NCc1ccccc1	LocE_ZINC000000004383_rank1.pdb	272.303	0.6436	-2.317	5	2	219.65	0.28732	71.34	-0.32819	0.55	0.53085	0.70181	5	
fjcY@@NJMxLPYDhdmEDehbiQfcN}dmUUTmMUUVDJd]@@	NC1=N[C@H](c2ncn(c2N1)[C@@H]1CC[C@@H](C1)CO)NC1CC1	LocE_ZINC000000004400_rank1.pdb	290.37	-0.349	-2.177	7	4	214.04	0.37675	100.49	-1.4411	0.57143	0.34314	0.87019	4	
fhePB@NRAHYEEDhhXThqTmN|xMSMRuUUX`kQr@@	C1(=C2C(=CC=C[C@@H]2F)NC2=C1C[C@@H]1C[C@H]2C1)N	LocE_ZINC000000004438_rank1.pdb	230.285	1.5137	-3.455	2	2	161.66	0.16535	38.05	-1.2814	0.47059	0.22163	0.88866	0	
ffsq@@EFrCHhhhhidehcDsPeNSfkTtEPUCMECB@@	[C@@H]1(CCc2c(c3ccccc3n2C)C1=O)Cn1c(C)ncc1	LocE_ZINC000000004448_rank1.pdb	293.369	2.2259	-2.004	4	0	227.33	0.16606	39.82	4.3913	0.5	0.32181	0.88837	2	
fdyhBDD\EJHHbLyEDhhcDdhj\]F@Hjjjb@@	Cc1c(Cl)nc(N2CC[NH2+]CC2)nc1NC(C)C	LocE_ZINC000000004468_rank1.pdb	270.787	1.5416	-2.956	5	2	206.52	0.2164	57.66	2.8509	0.55556	0.3317	0.73284	3	
fb}p`@LJRABSJjnrmiJBexJ\mT@T@EHD@@	N(c1ccc2[nH]c(=O)oc2c1)c1ccc2[nH]ccc2c1	LocE_ZINC000000004486_rank1.pdb	265.271	2.6714	-4.619	5	3	194.36	0.30845	66.15	-9.0203	0.6	0.4448	0.77811	2	
do|d@DhSCTfVvv_aZiZfj@@	n1(cnc(c1C(=O)NC)C(=O)NC)CC	LocE_ZINC000000004504_rank1.pdb	210.236	-0.8058	-0.157	6	2	170.18	0.39276	76.02	4.5358	0.53333	0.42504	0.73452	3	
foQP`@DL@[Hhhhhh\fBdjsfjjjZjIaDeHj@@	C[C@H]1NC(=O)[C@H]2C[C@H]3CCC[C@H]3N2C1=O	LocE_ZINC000000004517_rank1.pdb	208.26	0.0547	-1.738	4	1	147.56	0.27846	49.41	2.0377	0.46667	0.066743	0.8153	0	
flmH`@DXuX@dfYfUvVYJpW^bejjZjjiZ@@	O=c1c2nc[nH]c2n(c(=O)n1CC1CC1)CC1CC1	LocE_ZINC000000004522_rank1.pdb	260.296	1.1376	-3.113	6	1	184.75	0.3147	69.3	6.3119	0.47368	0.30563	0.86118	4	
fhyQ@@FZ@dsLjn{Hrm^BtD`qRe@@@	c1(cn2ccccc2n1)C(=O)c1ccccc1	LocE_ZINC000000004537_rank1.pdb	222.246	1.7861	-5.021	3	0	174.78	0.18286	34.37	2.2068	0.58824	0.42648	0.74264	2	
fbuH`@DXuX@lbbbbbRrbTkIVBuUMUUUJ@@	Cc1nc2c(=O)n(c(=O)n(c2[nH]1)CC(C)C)CC(C)C	LocE_ZINC000000004539_rank1.pdb	278.355	2.0802	-2.569	6	1	218.01	0.26669	69.3	-0.40886	0.45	0.44982	0.87589	4	
fjmab@CPQh@QddafRrfTTTPiIJm@AM@Q@@@@	N(C(=O)c1ccc(cc1)S(=O)(=O)C)c1c(C)cccc1C	LocE_ZINC000000004540_rank1.pdb	303.381	2.4969	-4.233	4	1	227.59	0.23323	71.62	4.7823	0.57143	0.4998	0.70181	3	
dco@`DpPBDfY~TfWVjjZT@@	S=c1[nH]ccn1Cc1ccc[nH]1	LocE_ZINC000000004560_rank1.pdb	179.246	-0.0011001	-1.545	3	2	144.06	0.39567	63.15	2.1967	0.58333	0.56588	0.66172	2	
fhi`b@NLB@HRe^vUepPujVZ@Bj@@@	Cc1cc(cc(C)c1O)NC(=O)c1ccsc1	LocE_ZINC000000004574_rank1.pdb	247.317	2.9336	-3.42	3	2	189.04	0.3066	77.57	2.8022	0.58824	0.44453	0.65055	2	
fdyQ@@DQAdTRbbRbbuUzpVh@@bB@@@	N(C(=O)c1ccc(cc1)N)c1c(C)cccc1C	LocE_ZINC000000004579_rank1.pdb	240.305	2.8176	-3.892	3	2	195.27	0.20367	55.12	0.63994	0.61111	0.45258	0.62953	2	
fbmp`@DNrCRSKLkK[joVbgKUPUALUCCB@@	N(C(=O)[C@H]1CCc2nc[nH]c2C1)c1c(cccc1)OC	LocE_ZINC000000004596_rank1.pdb	271.319	1.67	-2.723	5	2	213.1	0.27902	67.01	2.4778	0.55	0.25004	0.76455	3	
dmMHBLdIeJY{WJeZYZj`@	C1=C(C[NH2+]CC1)c1ncco1	LocE_ZINC000000004597_rank1.pdb	151.188	-0.0749	-0.587	3	1	121.94	0.26915	42.64	-0.29725	0.63636	0.41731	0.65854	1	
f`qaB@CZADILk]}mScoPACSUDBGH	C/C(=C\C(=O)NC1CC1)/c1cccc(Cl)c1	LocE_ZINC000000004608_rank1.pdb	235.713	2.7837	-3.22	2	1	181.38	0.13508	29.1	-1.0505	0.625	0.48129	0.64123	3	
f`qaB@CZAHILk]}mScoPACSUDBGH	C/C(=C\C(=O)NC1CC1)/c1cccc(F)c1	LocE_ZINC000000004609_rank1.pdb	219.258	2.2785	-2.798	2	1	172.31	0.14219	29.1	-2.4681	0.625	0.48129	0.64123	3	
fdeh@@@XEJvRJJIQIIJzdm^lyjBXJbhP@@	N(c1nc2ccccc2n2c(nnc12)CC)CC	LocE_ZINC000000004616_rank1.pdb	241.297	1.704	-4.305	5	1	192.89	0.27124	55.11	2.5518	0.5	0.22194	0.8762	3	
f`q`b@KDLBHrJJIJYZFLepTDEEMP`@@	Cc1c(oc2c(Cl)cccc12)C(=O)N(C)C	LocE_ZINC000000004618_rank1.pdb	237.685	2.8204	-3.522	3	0	177.8	0.17267	33.45	2.7168	0.5	0.38709	0.82134	1	
fbuPb@CYDdDQdTRVTtTVaThqwh@I``JX@@@	c1(cccc(c1N)C(=O)c1ccc(Cl)cc1)CC(=O)N	LocE_ZINC000000004623_rank1.pdb	288.733	1.8037	-4.582	4	2	214.74	0.26367	86.18	-0.033219	0.6	0.57841	0.76523	4	
fdipB@DXb@HrJIJJIJSMZ|uPTEQYBd@@	C(=S)(N[C@H](C)C(C)(C)C)Nc1ccc(cc1)C#N	LocE_ZINC000000004683_rank1.pdb	261.392	3.3287	-4.279	3	2	222.55	0.28973	79.94	-7.1095	0.66667	0.58714	0.55002	3	
fjmY@@DD]{IPILjoJzlmFFluSP@Tu|Pi@@	c1(ccc(cc1)NN=C(C#N)C#N)C1=NNC(=O)C[C@@H]1C	LocE_ZINC000000004689_rank1.pdb	280.29	2.1411	-3.952	7	2	228.31	0.37712	113.43	-4.3769	0.66667	0.38531	0.70075	3	
dmvDPEFPbNBDfUvjZ@BV@@	c1(ccc(Cl)cc1)S(=O)(=O)N	LocE_ZINC000000004726_rank1.pdb	191.638	1.0296	-2.251	3	1	125.78	0.34862	68.54	1.2672	0.63636	0.41658	0.66644	1	
fn}@H@@Hy[p\urJKQQIISPiQRVfhHHfjfX@@	c1(ccc(cc1OC(=O)C)C(OC(=O)C)OC(=O)C)OC(=O)C	LocE_ZINC000000004755_rank1.pdb	324.284	1.8977	-2.601	8	0	245.8	0.37494	105.2	-2.1629	0.47826	0.42911	0.75032	9	
fdeQ@@DXAdTTtTTRbqUXp_QZh@``A@@@	NC(=O)N1c2ccccc2C=Cc2ccccc12	LocE_ZINC000000004785_rank1.pdb	236.273	3.1187	-5.267	3	1	182.59	0.17449	46.33	1.5571	0.44444	0.23662	0.75107	0	
figHB@F\DX@PeLk_KZl|~J\eDoQtsUUA@@PRDBP@	N(C1=N[C@H](c2sccc2N1)N(C)c1ccccc1)c1c(C)cccc1	LocE_ZINC000000004791_rank1.pdb	348.473	3.8073	-5.447	4	2	268.43	0.21734	67.9	3.9645	0.52	0.40189	0.83313	3	
dg@PLJpBJBLdTTNbRvMittp@T@@	c1(ccc(cc1)Sc1cnc(N)s1)N	LocE_ZINC000000004841_rank1.pdb	223.323	1.9561	-3.304	3	2	162.25	0.48912	118.47	-0.36659	0.71429	0.52161	0.55597	2	
foApa@JF]A@@c`QddabbRRrkZLmAHTP`@@	S(=O)(=O)(c1cnc(N)s1)c1ccccn1	LocE_ZINC000000004842_rank1.pdb	241.295	0.614	-1.946	5	1	163.58	0.52665	122.56	-0.6	0.6	0.54082	0.76043	2	
dk|h@HImAJV^m|J]tzVjjjdi[@@	Nc1noc(n1)[C@]12CCC[N@](C1)C2	LocE_ZINC000000004880_rank1.pdb	180.21	-0.0969	-1.236	5	1	131.5	0.41726	68.18	2.7564	0.61538	0.43848	0.71194	1	
fnca`DB`PxliL|sM{|{RuxKTADUUUTT@h@	c1(c(C)c(C)c2c(c1C)CC[C@@](C)(O2)CC[NH+](C)C)OC(=O)C	LocE_ZINC000000004886_rank1.pdb	320.451	2.2501	-3.465	4	1	273.12	0.18538	39.97	-1.1253	0.56522	0.43806	0.85231	5	
deuDBDXBZTfYmkaejjjdqT`@	O=C1[C@H]2C[C@H](CC[NH2+]2)N1O	LocE_ZINC000000004888_rank1.pdb	143.165	-1.6944	-0.702	4	2	94.92	0.39433	57.15	1.6273	0.5	0.13661	0.82543	0	
flua`@D`x[HhheDleBef\ehLV`XH`@h@@@	c1(cc(=O)c2cc(ccc2o1)O)c1ccc(cc1)N	LocE_ZINC000000004898_rank1.pdb	253.256	2.3498	-3.524	4	2	186.85	0.27514	72.55	0.46441	0.63158	0.26099	0.78706	1	
f`a`bDMBTBHuNQQQIQGJQgHBBjjbEH@	[C@H](c1ccc(cc1Cl)O)(O)C[NH2+]C(C)(C)C	LocE_ZINC000000004904_rank1.pdb	244.741	0.5578	-2.283	3	3	182.57	0.1859	57.07	-3.386	0.625	0.36303	0.6593	4	
fdeAb@HHd@HrRPqQQQKY\ekshkPAA@Q@@@	c1(cccc2c1S(=O)(=O)c1ccccc1O2)CC	LocE_ZINC000000004918_rank1.pdb	260.312	3.303	-4.866	3	0	184.12	0.20954	51.75	-0.83073	0.5	0.17445	0.83521	1	
flu@P@@\e{HhheEEcDef\TZJV`hb@`HHL`@	O=C1C[C@@H](Oc2cc(cc(c12)O)O)c1ccccc1	LocE_ZINC000000004935_rank1.pdb	256.256	2.5014	-2.936	4	2	186.23	0.2644	66.76	-0.22006	0.52632	0.25636	0.79217	1	
dcNDBEAEeImiUgVjjj`@	C1(CCCCC1)(C[NH3+])CC(=O)O	LocE_ZINC000000004949_rank1.pdb	172.247	-2.6644	-1.801	3	2	138.56	0.29316	64.94	-6.7736	0.58333	0.62798	0.58275	3	
dk\B@@R]RYUVZfEVjjjjJhtzB`@	C[C@@]1(C[C@@H]([C@H]2CC(=O)OC[C@H]12)O)O	LocE_ZINC000000004957_rank1.pdb	186.206	-0.497	-1.23	4	2	128.4	0.38349	66.76	0.76416	0.53846	0.094428	0.77625	0	
ff}pb@DXBKp@cHhdhhhmEEeXZNRmTCP@pA@@@	C(=S)(NC(=O)c1cccc(C)c1)Nc1ccccc1C(=O)N	LocE_ZINC000000005023_rank1.pdb	313.38	2.4207	-4.106	5	3	244.93	0.37672	116.31	1.0624	0.54545	0.51338	0.71675	3	
ffkQ@@DA@dsLljrvkAFbDhZiruPMAUEUEVJJTC@@	O=c1c2cccc3c2c(cn1[C@H]1C[N@@]2CC[C@H]1CC2)CCC3	LocE_ZINC000000005039_rank1.pdb	294.397	2.5362	-2.976	3	0	217.4	0.09264	23.55	3.275	0.45455	0.25884	0.91432	1	
fdeH@D@XHXtyHhhlldeBj\djs`HbjjjJqIJQh@	[N@H+]1(CCC[C@@H]2Cc3nc(N)ncc3C[C@@H]12)CCC	LocE_ZINC000000005041_rank1.pdb	247.365	-0.3194	-2.422	4	2	210.22	0.26068	56.24	-2.315	0.61111	0.25533	0.81625	2	
fj}hP@DLEHpOYKdTTTTRQvRbWARUhsURruUUU@@@	Cc1cn2c(=O)c3ncn(c3nc2[nH]1)COC(CO)CO	LocE_ZINC000000005081_rank1.pdb	293.282	-0.7624	-1.775	9	3	210.15	0.4454	112.21	2.9291	0.57143	0.40837	0.87083	5	
fdiq`@DTX@UlbbTRRbTRhXmUUAL@Pp`@	C(=O)(NCc1ccccc1)[C@@H](NC(=O)C)NOC	LocE_ZINC000000005082_rank1.pdb	251.285	-0.8624	-1.634	6	3	203.92	0.34553	79.46	0.46682	0.61111	0.57797	0.56985	6	
fb}H@@@RT[IEDhdedXheQ`mJLgH@@TLA@D@@@	n1(nnc2cnc3ccccc3c12)c1c(C)cccc1	LocE_ZINC000000005128_rank1.pdb	260.299	2.5733	-3.786	4	0	199.96	0.19894	43.6	-3.7286	0.5	0.22436	0.87957	1	
dklL@@ttfY^exVfjjiN`h@	CC1=C[C@@H]([C@@H](C(C)(C)CC1=O)O)O	LocE_ZINC000000005129_rank1.pdb	184.234	0.747	-1.507	3	2	141.11	0.27808	57.53	-0.30602	0.46154	0.20629	0.73445	0	
dmVDBNANeImeyjjj`h@	[C@@H](CC(C)C)(C[NH3+])CC(=O)O	LocE_ZINC000000005152_rank1.pdb	160.236	-2.5402	-1.428	3	2	136.13	0.29839	64.94	-2.0881	0.63636	0.82191	0.54161	5	
f`iHB@DTyxDPdrrsj{NBTYtAAUUXp@@	c1(c2n(c3c(Cl)ncnc13)CCCC2)C#N	LocE_ZINC000000005160_rank1.pdb	232.673	2.5393	-2.585	4	0	173.25	0.24456	54.5	-4.0411	0.4375	0.11828	0.87495	0	
didB@@sarQRHhfjjjRHr@	[C@]1(C[C@@H](CO1)O)(O)CO	LocE_ZINC000000005168_rank1.pdb	134.13	-1.319	-0.146	4	3	93.24	0.52874	69.92	-2.7962	0.66667	0.36197	0.79451	1	
dg]BAHTDpxgNRYyWVFVjjjZPiL@	[C@H]1(CC[C@H](CC1)ON(=O)=O)NC(=O)C	LocE_ZINC000000005171_rank1.pdb	202.209	0.0588	-2.561	6	1	155.18	0.41835	84.15	-2.3873	0.71429	0.41681	0.57758	3	
fgAh@D@PISVirQJHjQIDYhvk@DUUQRNST@@	Nc1nncc(n1)[C@@]12CC[N@@H+](CC1)C2	LocE_ZINC000000005200_rank1.pdb	192.245	-2.7208	-1.047	5	2	154.61	0.42539	69.13	-1.4642	0.5	0.39	0.74577	1	
f`ih@@@XiprTrmrktEhugAAQSUE@@@	Cn1cnc2c(ncnc12)NC1CCCC1	LocE_ZINC000000005203_rank1.pdb	217.275	1.3238	-3.22	5	1	171.1	0.29947	55.63	-0.0010767	0.5625	0.1726	0.72942	2	
fleac@O\DxDPPHuDYEEDiDcCBhqTTpPKESUEBT@@	S(=O)(=O)(c1ccc(Cl)cc1Cl)[C@H](C)C(=O)NC1CC1	LocE_ZINC000000005213_rank1.pdb	322.211	1.9841	-4.164	4	1	213.17	0.249	71.62	4.0841	0.57895	0.51788	0.75832	4	
f`qH`@DXdhGDfY[uvXIVfjfijf@@	n1(cnc2[nH]c(=O)n(C)c(=O)c12)CC(C)C	LocE_ZINC000000005232_rank1.pdb	222.247	0.392	-1.603	6	1	168.02	0.35073	67.23	-1.4994	0.5625	0.38301	0.80899	2	
figx`@F\djso@GdbbTJRRbJRbRqJBdZs^uJuMUU@ATdMH@	N[C@H]1N=C(NCCc2ccc(cc2)O)N=C2N=C(NN12)c1ccco1	LocE_ZINC000000005258_rank1.pdb	339.358	0.0823	-3.494	9	4	252.73	0.40945	123.77	3.2383	0.64	0.46745	0.82844	4	
fj}p`@D\DAvQQJJIIHpqITxjvRmHTEC@A@@@	Cn1c(NC(=O)c2ccccc2)nc(=O)c2ccccc12	LocE_ZINC000000005264_rank1.pdb	279.298	2.2309	-3.987	5	1	212.01	0.2481	61.77	2.9674	0.57143	0.35961	0.80343	1	
fjmQa@NJdZpHcPQdTRVRfTabRuFIs@ASRp@P@@@	N(C(=O)Nc1ccc(Cl)cc1)S(=O)(=O)c1ccc(C)cc1	LocE_ZINC000000005282_rank1.pdb	324.787	3.2293	-4.217	5	2	229.95	0.28067	83.65	1.1013	0.66667	0.48346	0.66755	2	
fhyQ@@BJAdTTTVQTRSARUxLuRm@AP@@	Cc1ncc2c(c1O)cn(c2)c1ccccc1	LocE_ZINC000000005312_rank1.pdb	224.262	2.0902	-4.812	3	1	174.19	0.17762	38.05	1.9543	0.58824	0.28168	0.78115	1	
ffcQ@DC^Az\bbfbTVTUbRPiZ\ZsPDESUUQTMP@	[C@H]1(Cc2c[nH]c3ccc(c(c23)C1)C(=O)C)[NH+](CCC)CCC	LocE_ZINC000000005321_rank1.pdb	299.436	2.1082	-4.018	3	2	257.86	0.17304	37.3	-0.50539	0.45455	0.42889	0.90526	6	
fduQ@DA^Az\bbRfTLTRUFBexOhp@TuUTUXTmKt@@	c1(ccc2[nH]cc(c2c1)[C@H]1C[N@@H+]2CC[C@H]1CC2)O	LocE_ZINC000000005324_rank1.pdb	243.329	0.4581	-2.501	3	3	194.92	0.22922	40.46	-0.031381	0.5	0.30855	0.83603	1	
ffcH`@DDdhFlbbbbTRTtrUQFRmdkUMMPU@U@@@	c1(c(n2c3cc(C)ccc3nc(N(C)C)n2c1=O)O)CCC	LocE_ZINC000000005349_rank1.pdb	300.361	1.5001	-3.463	6	1	223.71	0.2159	59.38	3.3948	0.45455	0.28062	0.93423	2	
foQpBDDTLBHMNQQIPqQITXZqgP@UUTUcdDcP@	[C@H]1(C[N@@H+]2CC[C@H]1CC2)c1cncc(Cl)n1	LocE_ZINC000000005359_rank1.pdb	224.714	-0.48	-1.205	3	1	177.34	0.22291	30.22	-0.86623	0.53333	0.29909	0.73783	1	
fb}PC@LR@DFdGRFRJIJIQQSKGEIJ|fNZj`Pb@B`aA@@	[C@H]1(SCc2nc3ccccc3n12)c1c(F)cccc1F	LocE_ZINC000000005370_rank1.pdb	288.32	3.9781	-4.504	2	0	198.53	0.17796	43.12	0.71	0.5	0.20847	0.85485	1	
dmOH`HHY@HReeWinFfYfh@@	Cn1cnc2sncc(=O)c12	LocE_ZINC000000005385_rank1.pdb	167.192	0.2853	-1.704	4	0	119.98	0.49908	72.55	4.1354	0.54545	0.15634	0.75363	0	
fjcq@@DQJAIfUYy_mEhsgArUjjjjjejkCIIN`@	O=C(N1CC[C@H](CC1)c1c[nH]cn1)C[C@@H]1C[C@@H]2CC[C@H]1C2	LocE_ZINC000000005411_rank1.pdb	287.406	2.7146	-2.849	4	1	222.98	0.18634	48.99	4.115	0.61905	0.43136	0.73028	3	
devL@LANRY[dfFVjfjad@	O=C1CC[C@H]2COC(=O)N12	LocE_ZINC000000005418_rank1.pdb	141.126	-0.1896	-1.296	4	0	96.08	0.41247	46.61	-4.1381	0.5	0	0.80507	0	
f`q`a@APX@H}HIUwOJ~JUgMRtDAQ@B@@	Cn1cc(c(=O)c2ccc(F)cc12)[S@](=O)C	LocE_ZINC000000005432_rank1.pdb	239.269	-0.256	-2.572	3	0	166.11	0.23665	56.59	1.0362	0.5625	0.22587	0.79383	1	
fdeAb@HHd@HrRPqQQQKY\ekshkPAA@I@@@	c1(cccc2c1S(=O)(=O)c1ccccc1O2)C=C	LocE_ZINC000000005449_rank1.pdb	258.296	3.2464	-5.168	3	0	182.64	0.21124	51.75	-3.3441	0.5	0.13485	0.83521	1	
f`qqa@NZ}ab`ACiAJYwf]\TMZjjiejdPUH@	Nc1nc(=O)n(cc1F)[C@H]1CS[C@H](O1)CO	LocE_ZINC000000005472_rank1.pdb	247.249	-0.747	-1.869	6	2	163.46	0.51364	113.45	1.29	0.625	0.42902	0.76856	2	
